time,acc_x,acc_y,acc_z
14:57:58.821,0.84668,-0.91284,0.13330;
14:57:58.841,1.06250,-0.92358,0.38330;
14:57:58.861,1.31201,-0.65649,0.40674;
14:57:58.881,1.43994,-0.30859,0.21191;
14:57:58.901,1.42798,-0.10596,0.07251;
14:57:58.921,1.32642,0.00977,0.25488;
14:57:58.941,1.16235,0.48389,0.64453;
14:57:58.961,0.97778,2.87256,0.75879;
14:57:58.981,0.64600,5.66406,0.45386;
14:57:59.001,-0.03955,6.06714,-0.00903;
14:57:59.021,-1.15918,7.39917,-0.80103;
14:57:59.041,-2.96143,6.78931,-0.68457;
14:57:59.061,-3.80664,3.54395,0.27588;
14:57:59.081,-1.98560,1.86475,0.30029;
14:57:59.101,-1.07397,0.94141,-0.02393;
14:57:59.121,-1.40601,0.69946,-0.07422;
14:57:59.141,-1.26245,0.42529,-0.08374;
14:57:59.161,-1.20898,0.05664,0.01831;
14:57:59.181,-1.04883,-0.54077,0.26099;
14:57:59.201,-0.86694,-1.84644,0.56030;
14:57:59.221,-0.80811,-2.13745,0.65552;
14:57:59.241,-0.87939,-1.89136,0.61963;
14:57:59.261,-1.09863,-1.34644,0.51099;
14:57:59.281,-1.23389,-0.90186,0.46973;
14:57:59.301,-1.24878,-0.72803,0.47119;
14:57:59.321,-1.26733,-0.63770,0.37695;
14:57:59.341,-1.43945,-0.53369,0.28516;
14:57:59.361,-2.36670,1.05957,-0.24023;
14:57:59.381,-4.41504,4.61157,-1.18213;
14:57:59.401,-4.13525,6.46704,-1.79028;
14:57:59.421,-3.25269,6.74023,-1.77563;
14:57:59.441,-2.09009,4.76514,-1.32324;
14:57:59.461,-0.38745,2.44604,-0.95435;
14:57:59.481,0.10767,1.51880,-0.65576;
14:57:59.501,0.62305,0.55444,-0.42456;
14:57:59.521,0.82300,0.17651,-0.28589;
14:57:59.541,0.96655,-0.15576,-0.15405;
14:57:59.561,0.92627,-0.22729,-0.06494;
14:57:59.581,0.96143,-0.36450,-0.01685;
14:57:59.601,0.98999,-0.51440,0.02710;
14:57:59.621,1.22852,-0.74121,0.16602;
14:57:59.641,1.46924,-0.70215,0.23242;
14:57:59.661,1.50171,-0.44434,0.17529;
14:57:59.681,1.49243,-0.16406,0.00366;
14:57:59.701,1.41113,0.77417,0.16089;
14:57:59.721,0.94189,2.24316,0.39478;
14:57:59.741,0.85449,4.57275,0.23218;
14:57:59.761,0.46167,6.10522,-0.25171;
14:57:59.781,-0.73071,7.03638,-0.97363;
14:57:59.801,-2.22388,6.68408,-0.83228;
14:57:59.821,-3.32471,3.92261,0.11426;
14:57:59.841,-2.13135,1.77734,0.41553;
14:57:59.861,-0.83325,0.87817,0.18970;
14:57:59.881,-0.80615,0.50244,-0.04028;
14:57:59.901,-0.76025,0.37402,-0.08105;
14:57:59.921,-0.88623,0.01074,0.06909;
14:57:59.941,-0.86621,-0.31641,0.33643;
14:57:59.961,-0.96509,-0.77905,0.51758;
14:57:59.981,-1.06421,-1.28662,0.60742;
14:58:00.001,-1.08594,-1.55005,0.59839;
14:58:00.021,-0.98975,-1.44824,0.53662;
14:58:00.041,-1.03125,-1.20703,0.49805;
14:58:00.061,-1.11548,-1.02881,0.49219;
14:58:00.081,-1.16113,-0.87915,0.47583;
14:58:00.101,-1.30615,-0.67505,0.46143;
14:58:00.121,-1.44653,-0.58496,0.42700;
14:58:00.141,-1.93604,0.61279,-0.07227;
14:58:00.161,-3.18970,6.95776,-1.25098;
14:58:00.181,0.31860,1.44141,-0.73950;
14:58:00.201,0.84082,0.49097,-0.47754;
14:58:00.221,1.00732,0.01587,-0.39185;
14:58:00.241,1.01978,-0.34741,-0.36353;
14:58:00.261,0.78491,-0.55396,-0.22070;
14:58:00.281,0.79736,-0.75317,-0.05444;
14:58:00.301,1.00195,-0.73633,0.07153;
14:58:00.321,1.26221,-0.63062,0.15967;
14:58:00.341,1.35449,-0.44946,0.20142;
14:58:00.361,1.36060,-0.34839,0.25171;
14:58:00.381,1.40063,-0.24927,0.23169;
14:58:00.401,1.44360,-0.04565,0.24976;
14:58:00.421,1.28101,0.45630,0.38281;
14:58:00.441,0.98511,2.32104,0.36279;
14:58:00.461,0.63745,4.50244,0.01685;
14:58:00.481,0.24219,5.33667,-0.03003;
14:58:00.501,-0.36035,7.02490,-0.20679;
14:58:00.521,-1.59204,7.56641,-0.83936;
14:58:00.541,-2.93921,5.23560,-0.58838;
14:58:00.561,-2.58447,2.84375,0.23804;
14:58:00.581,-1.46118,1.41699,0.46875;
14:58:00.601,-1.34863,0.88135,0.27368;
14:58:00.621,-1.41553,0.65112,0.01196;
14:58:00.641,-1.47754,0.19629,-0.00732;
14:58:00.661,-1.47607,-1.10083,0.65186;
14:58:00.681,-1.00293,-1.74829,0.59692;
14:58:00.701,-0.99658,-1.66455,0.40039;
14:58:00.721,-0.99878,-1.51953,0.30664;
14:58:00.741,-1.07129,-1.19971,0.35620;
14:58:00.761,-1.24438,-0.91870,0.44849;
14:58:00.781,-1.40430,-0.66895,0.45703;
14:58:00.801,-1.49048,-0.52344,0.39258;
14:58:00.821,-1.89355,0.25049,0.24194;
14:58:00.841,-3.77979,3.51440,-0.52246;
14:58:00.861,-3.74390,6.58887,-1.27295;
14:58:00.881,-2.65137,7.28613,-1.28711;
14:58:00.901,-1.94043,6.02368,-0.91382;
14:58:00.921,-0.48047,3.58057,-0.70483;
14:58:00.941,0.12134,1.86621,-0.59644;
14:58:00.961,0.51904,0.80542,-0.35938;
14:58:00.981,0.81494,0.01660,-0.22461;
14:58:01.001,1.01172,-0.49390,-0.21094;
14:58:01.021,0.94409,-0.64478,-0.20508;
14:58:01.041,0.81055,-0.54736,-0.06177;
14:58:01.061,0.87256,-0.45996,-0.00342;
14:58:01.081,1.05542,-0.40845,0.01807;
14:58:01.101,1.17944,-0.37476,0.09741;
14:58:01.121,1.29175,-0.30420,0.11084;
14:58:01.141,1.34790,-0.20630,0.02490;
14:58:01.161,1.30176,0.26831,0.08057;
14:58:01.181,0.95386,1.12988,0.26636;
14:58:01.201,0.73438,3.13965,0.18481;
14:58:01.221,0.49097,5.31372,-0.00122;
14:58:01.241,-0.49170,6.25977,-0.52295;
14:58:01.261,-2.01001,7.09106,-0.70093;
14:58:01.281,-2.95093,5.19336,-0.08398;
14:58:01.301,-1.98047,2.44385,0.29565;
14:58:01.321,-0.95923,1.44629,0.28149;
14:58:01.341,-0.98975,0.72266,0.18726;
14:58:01.361,-0.90137,0.51392,0.13892;
14:58:01.381,-0.88013,0.07666,0.22437;
14:58:01.401,-0.82227,-0.45117,0.46729;
14:58:01.421,-0.86963,-1.08032,0.63330;
14:58:01.441,-0.92578,-1.57690,0.67822;
14:58:01.461,-0.88721,-1.85645,0.64038;
14:58:01.481,-0.79590,-1.80688,0.53467;
14:58:01.501,-0.93555,-1.55054,0.38477;
14:58:01.521,-1.23584,-1.33545,0.44751;
14:58:01.541,-1.47681,-1.14209,0.64209;
14:58:01.561,-1.65088,-0.83936,0.72607;
14:58:01.581,-1.76440,-0.46094,0.47437;
14:58:01.601,-2.66455,1.19580,-0.30933;
14:58:01.621,-4.35645,4.22729,-1.01025;
14:58:01.641,-4.34546,6.12036,-1.35547;
14:58:01.661,-3.38477,6.82520,-1.22144;
14:58:01.681,-1.79419,5.19214,-1.10596;
14:58:01.701,0.11182,1.86597,-0.75146;
14:58:01.721,0.67505,0.77319,-0.63037;
14:58:01.741,0.93799,0.29346,-0.39526;
14:58:01.761,1.06177,-0.09644,-0.16309;
14:58:01.781,0.88989,-0.15820,-0.04761;
14:58:01.801,0.80566,-0.21387,-0.06274;
14:58:01.821,0.88623,-0.12988,-0.17407;
14:58:01.841,1.08105,-0.33447,-0.06323;
14:58:01.861,1.26465,-0.57886,0.10522;
14:58:01.881,1.36719,-0.57520,0.11768;
14:58:01.901,1.45239,-0.51147,0.12329;
14:58:01.921,1.53564,-0.33594,0.20801;
14:58:01.941,1.41479,0.13159,0.34570;
14:58:01.961,1.16821,0.73730,0.48975;
14:58:01.981,0.89478,2.04834,0.44189;
14:58:02.001,0.75610,4.97998,0.06323;
14:58:02.021,0.22485,6.89551,-0.18018;
14:58:02.041,-1.07935,7.80884,-0.73047;
14:58:02.061,-2.60767,6.37866,-0.61865;
14:58:02.081,-2.91968,2.98169,0.28271;
14:58:02.101,-1.50171,1.64502,0.41333;
14:58:02.121,-1.07373,0.98657,0.18457;
14:58:02.141,-1.31006,0.51807,0.06250;
14:58:02.161,-1.16626,0.14404,0.10791;
14:58:02.181,-1.14209,-0.25464,0.25098;
14:58:02.201,-1.05566,-0.64502,0.34180;
14:58:02.221,-1.06079,-1.14038,0.34351;
14:58:02.241,-0.91968,-1.13940,0.26855;
14:58:02.261,-0.81128,-1.14331,0.20288;
14:58:02.281,-0.86646,-1.17920,0.14795;
14:58:02.301,-0.99585,-1.10083,0.21021;
14:58:02.321,-1.14771,-0.85913,0.29395;
14:58:02.341,-1.27588,-0.59155,0.35352;
14:58:02.361,-1.28979,-0.45850,0.31836;
14:58:02.381,-1.49805,0.26074,0.11499;
14:58:02.401,-3.28442,3.19434,-0.82861;
14:58:02.421,-4.16870,5.61621,-1.93872;
14:58:02.441,-3.09546,6.92578,-1.79810;
14:58:02.461,-1.80200,6.10889,-1.33276;
14:58:02.481,-0.54346,3.66089,-1.23218;
14:58:02.501,0.13501,2.00146,-0.83569;
14:58:02.521,0.54956,0.77490,-0.36743;
14:58:02.541,0.71997,0.24683,-0.10059;
14:58:02.561,0.80200,-0.26392,0.03540;
14:58:02.581,0.85693,-0.56445,0.12061;
14:58:02.601,0.82031,-0.68628,0.25269;
14:58:02.621,0.81104,-0.60913,0.32617;
14:58:02.641,1.07861,-0.77563,0.39917;
14:58:02.661,1.35034,-0.88770,0.41089;
14:58:02.681,1.34326,-0.72314,0.43188;
14:58:02.701,1.43262,-0.47266,0.53906;
14:58:02.721,1.67188,-0.05347,0.48804;
14:58:02.741,1.55957,0.84717,-0.04736;
14:58:02.761,1.17651,5.00464,-0.67505;
14:58:02.781,0.02002,6.95532,-1.30078;
14:58:02.801,-1.55298,7.53687,-1.41479;
14:58:02.821,-2.62427,5.50610,-0.63647;
14:58:02.841,-2.16919,2.72412,0.00537;
14:58:02.861,-1.02319,1.44482,0.09253;
14:58:02.881,-0.96118,0.75757,0.03857;
14:58:02.901,-1.20508,0.50562,-0.00024;
14:58:02.921,-1.27051,0.19189,0.00244;
14:58:02.941,-1.26416,-0.22607,0.13550;
14:58:02.961,-1.22339,-0.89355,0.41553;
14:58:02.981,-1.11987,-1.61523,0.69727;
14:58:03.001,-0.97217,-1.81519,0.72656;
14:58:03.021,-0.96582,-1.58398,0.49878;
14:58:03.041,-1.04443,-1.41895,0.18945;
14:58:03.061,-1.06885,-1.10669,0.11353;
14:58:03.081,-1.15381,-0.78442,0.30298;
14:58:03.101,-1.32764,-0.67334,0.58887;
14:58:03.121,-1.43555,-0.59033,0.71265;
14:58:03.141,-1.62256,0.20435,0.15918;
14:58:03.161,-3.05225,2.80029,-0.78662;
14:58:03.181,-3.43896,4.98755,-1.47729;
14:58:03.201,-3.04785,7.23462,-1.99097;
14:58:03.221,-2.54175,6.72607,-1.68408;
14:58:03.241,-0.97021,3.89575,-1.08838;
14:58:03.261,0.51660,0.44897,-0.52441;
14:58:03.281,0.63916,-0.17358,-0.39844;
14:58:03.301,0.76440,-0.62012,-0.27637;
14:58:03.321,0.81128,-0.90259,-0.00635;
14:58:03.341,0.77051,-0.78540,0.11426;
14:58:03.361,0.81567,-0.71851,0.14624;
14:58:03.381,1.00415,-0.77661,0.09277;
14:58:03.401,1.24072,-0.70996,-0.00122;
14:58:03.421,1.45776,-0.46631,0.01587;
14:58:03.441,1.61694,-0.13892,0.10742;
14:58:03.461,1.61182,0.37939,0.14917;
14:58:03.481,1.28271,1.04688,0.28906;
14:58:03.501,0.79932,2.68579,0.41333;
14:58:03.521,0.69019,5.40259,0.39648;
14:58:03.541,-0.14722,7.26855,-0.11597;
14:58:03.561,-1.65503,7.78174,-0.61987;
14:58:03.581,-2.66138,5.49731,-0.13647;
14:58:03.601,-2.48169,2.64185,0.47363;
14:58:03.621,-1.31934,1.42334,0.54590;
14:58:03.641,-0.94727,0.64771,0.36060;
14:58:03.661,-1.02637,0.53613,0.13086;
14:58:03.681,-1.11279,0.39795,0.04736;
14:58:03.701,-1.16895,-0.09692,0.21216;
14:58:03.721,-1.00781,-0.91602,0.55249;
14:58:03.741,-0.90356,-1.87939,0.88306;
14:58:03.761,-1.06470,-1.65308,0.62671;
14:58:03.781,-1.06738,-1.38452,0.38135;
14:58:03.801,-1.07715,-1.02319,0.39990;
14:58:03.821,-1.19604,-0.66699,0.48975;
14:58:03.841,-1.36670,-0.50757,0.50220;
14:58:03.861,-1.50537,-0.57568,0.44531;
14:58:03.881,-1.88989,0.28857,0.10303;
14:58:03.901,-3.67822,3.37256,-0.97632;
14:58:03.921,-4.10620,6.07666,-1.76416;
14:58:03.941,-3.20508,7.30249,-1.73071;
14:58:03.961,-2.16943,5.68115,-1.37207;
14:58:03.981,-0.54395,3.05908,-1.07056;
14:58:04.001,0.26392,1.77856,-0.75903;
14:58:04.021,0.78003,0.77319,-0.46948;
14:58:04.041,0.97144,0.18091,-0.35156;
14:58:04.061,0.95459,-0.38989,-0.19238;
14:58:04.081,0.95288,-0.70337,-0.09302;
14:58:04.101,1.02173,-0.76392,-0.03125;
14:58:04.121,1.11963,-0.71826,-0.08105;
14:58:04.141,1.24854,-1.02441,0.01563;
14:58:04.161,1.29126,-1.11304,0.15601;
14:58:04.181,1.30469,-0.82739,0.11206;
14:58:04.201,1.38696,-0.39990,-0.02393;
14:58:04.221,1.39258,0.19604,-0.00024;
14:58:04.241,1.19653,1.37280,0.34326;
14:58:04.261,0.71338,5.34839,-0.57593;
14:58:04.281,-0.09814,6.92554,-0.86475;
14:58:04.301,-1.13696,7.72852,-1.02905;
14:58:04.321,-2.00488,5.87939,-0.83423;
14:58:04.341,-2.48779,2.98828,-0.06030;
14:58:04.361,-1.89038,1.63135,0.30127;
14:58:04.381,-1.26538,0.85425,0.30884;
14:58:04.401,-1.14307,0.48364,0.32251;
14:58:04.421,-1.16284,0.43896,0.18896;
14:58:04.441,-1.28052,0.27515,0.05469;
14:58:04.461,-1.21216,-0.40967,0.24341;
14:58:04.481,-1.04858,-1.17871,0.59253;
14:58:04.501,-0.98584,-1.59106,0.78320;
14:58:04.521,-0.93286,-1.65332,0.72949;
14:58:04.541,-0.90869,-1.40283,0.45142;
14:58:04.561,-1.06934,-0.48608,0.36255;
14:58:04.581,-1.17773,-0.33325,0.29102;
14:58:04.601,-1.79028,0.64648,-0.01660;
14:58:04.621,-3.67383,3.39307,-0.52271;
14:58:04.641,-3.83423,6.19458,-0.98291;
14:58:04.661,-2.55176,6.73730,-0.80054;
14:58:04.681,-1.56201,5.16699,-0.53027;
14:58:04.701,-0.42871,3.10498,-0.51733;
14:58:04.721,0.40259,0.36035,-0.29395;
14:58:04.741,0.49658,0.02441,-0.15601;
14:58:04.761,0.67041,-0.19263,-0.12500;
14:58:04.781,0.85767,-0.26245,-0.15747;
14:58:04.801,1.00586,-0.36304,-0.12036;
14:58:04.821,1.28394,-0.50195,0.05054;
14:58:04.841,1.57056,-0.59448,0.14990;
14:58:04.861,1.57568,-0.55859,0.10181;
14:58:04.881,1.48242,-0.29956,0.07715;
14:58:04.901,1.43384,0.09473,0.14307;
14:58:04.921,1.14697,0.51904,0.29199;
14:58:04.941,0.85693,1.41138,0.47876;
14:58:04.961,0.87427,3.53101,0.24097;
14:58:04.981,0.54004,6.21436,-0.00195;
14:58:05.001,-0.67480,7.64795,-0.46948;
14:58:05.021,-2.09155,7.13379,-0.77124;
14:58:05.041,-3.13525,4.20557,0.10645;
14:58:05.061,-2.02051,1.94189,0.54761;
14:58:05.081,-0.84717,1.10327,0.28857;
14:58:05.101,-1.12695,0.56885,0.09717;
14:58:05.121,-1.27100,0.50732,0.03003;
14:58:05.141,-1.36816,-0.07544,0.23096;
14:58:05.161,-1.17554,-0.73096,0.50830;
14:58:05.181,-1.02002,-1.34692,0.61865;
14:58:05.201,-0.89160,-1.43115,0.43311;
14:58:05.221,-0.92529,-1.04980,0.14893;
14:58:05.241,-0.90967,-0.81885,0.16943;
14:58:05.261,-0.88330,-0.61548,0.24878;
14:58:05.281,-0.88354,-0.50220,0.23730;
14:58:05.301,-0.87061,-0.48145,0.17212;
14:58:05.321,-1.31738,0.51123,-0.21216;
14:58:05.341,-3.29346,4.03369,-0.90039;
14:58:05.361,-3.18188,7.26001,-1.43628;
14:58:05.381,-2.13013,7.20459,-1.12256;
14:58:05.401,-1.25171,4.82397,-0.60059;
14:58:05.421,0.03857,2.50317,-0.49805;
14:58:05.441,0.38550,1.37378,-0.44922;
14:58:05.461,0.65601,0.54565,-0.36963;
14:58:05.481,0.53662,-0.12573,-0.22363;
14:58:05.501,0.62134,-0.51392,-0.15454;
14:58:05.521,0.67627,-0.60596,-0.06543;
14:58:05.541,0.64551,-0.48560,-0.05420;
14:58:05.561,0.62280,-0.47192,-0.17407;
14:58:05.581,0.81201,-0.64990,-0.17993;
14:58:05.601,1.13232,-0.71948,0.03833;
14:58:05.621,1.51147,-0.59106,0.28638;
14:58:05.641,1.69287,-0.33325,0.31299;
14:58:05.661,1.56177,0.10596,0.25732;
14:58:05.681,1.26807,0.71729,0.23584;
14:58:05.701,0.82568,3.98853,0.14526;
14:58:05.721,0.80396,5.99121,-0.12769;
14:58:05.741,-0.11646,6.86377,-0.58374;
14:58:05.761,-1.14868,6.63721,-0.72974;
14:58:05.781,-2.02026,4.23462,0.03979;
14:58:05.801,-2.36353,2.02344,0.61963;
14:58:05.821,-1.15161,1.25146,0.48145;
14:58:05.841,-0.52026,0.70630,0.19458;
14:58:05.861,-0.93457,0.63379,-0.00537;
14:58:05.881,-1.08228,0.16870,0.07568;
14:58:05.901,-0.94238,-0.35376,0.30884;
14:58:05.921,-0.79614,-0.87036,0.51221;
14:58:05.941,-0.80444,-1.27686,0.61890;
14:58:05.961,-0.77637,-1.41602,0.58618;
14:58:05.981,-0.78296,-1.28442,0.44116;
14:58:06.001,-0.86499,-1.03027,0.27783;
14:58:06.021,-0.90161,-0.78540,0.19434;
14:58:06.041,-0.90308,-0.63550,0.18848;
14:58:06.061,-1.01416,-0.57056,0.22021;
14:58:06.081,-1.15576,-0.58765,0.22583;
14:58:06.101,-1.30371,-0.29517,0.01807;
14:58:06.121,-2.40234,1.90503,-0.66528;
14:58:06.141,-3.46411,5.33350,-1.57031;
14:58:06.161,-3.14624,6.35107,-2.02808;
14:58:06.181,-2.26636,5.72729,-1.42407;
14:58:06.201,-1.03125,3.62451,-0.89087;
14:58:06.221,-0.13940,1.24756,-0.68970;
14:58:06.241,0.41870,0.58154,-0.77783;
14:58:06.261,0.35376,0.23291,-0.61108;
14:58:06.281,0.40015,-0.20142,-0.28003;
14:58:06.301,0.62109,-0.42676,-0.02222;
14:58:06.321,0.82080,-0.60449,0.05664;
14:58:06.341,0.92407,-0.71094,0.11035;
14:58:06.361,1.12695,-0.84302,0.28955;
14:58:06.381,1.45117,-0.68042,0.44458;
14:58:06.401,1.59839,-0.31543,0.28955;
14:58:06.421,1.48438,0.00171,0.13452;
14:58:06.441,1.33228,0.42163,0.36670;
14:58:06.461,1.21729,1.23389,0.80298;
14:58:06.481,1.02856,2.88477,0.52954;
14:58:06.501,0.72510,5.27856,-0.32642;
14:58:06.521,0.08618,6.52979,-0.65601;
14:58:06.541,-0.73975,6.77515,-0.70996;
14:58:06.561,-1.58643,5.83374,-0.54492;
14:58:06.581,-2.38550,3.24048,0.02612;
14:58:06.601,-2.06152,1.68286,0.24243;
14:58:06.621,-1.07837,1.13770,0.13916;
14:58:06.641,-0.86890,0.70093,0.05688;
14:58:06.661,-1.14526,0.52441,0.04272;
14:58:06.681,-1.27271,0.19165,0.09912;
14:58:06.701,-1.17358,-0.28931,0.18970;
14:58:06.721,-1.03882,-0.74683,0.31396;
14:58:06.741,-0.97949,-1.12915,0.26953;
14:58:06.761,-0.81689,-1.04712,0.03687;
14:58:06.781,-0.88208,-0.90869,0.03296;
14:58:06.801,-0.91479,-0.77588,0.16089;
14:58:06.821,-0.92529,-0.62622,0.24854;
14:58:06.841,-0.96948,-0.49561,0.19702;
14:58:06.861,-0.92822,-0.25708,0.01416;
14:58:06.881,-1.63257,1.51172,-0.61206;
14:58:06.901,-2.90308,4.67554,-1.69165;
14:58:06.921,-3.07739,6.00293,-2.97998;
14:58:06.941,-2.59790,6.17749,-2.56372;
14:58:06.961,-1.11963,4.15381,-1.26196;
14:58:06.981,0.03320,2.18823,-0.82300;
14:58:07.001,0.25806,1.50269,-0.47241;
14:58:07.021,0.43262,0.40771,-0.21655;
14:58:07.041,0.53369,0.00537,-0.06982;
14:58:07.061,0.91309,-0.25439,-0.19995;
14:58:07.081,1.06812,-0.33423,-0.28174;
14:58:07.101,1.04688,-0.81592,-0.18726;
14:58:07.121,0.97144,-1.13647,0.05811;
14:58:07.141,1.07349,-1.20532,0.33008;
14:58:07.161,1.19458,-1.00220,0.22119;
14:58:07.181,1.20386,-0.74023,0.05591;
14:58:07.201,1.25073,-0.25513,0.13745;
14:58:07.221,1.37769,0.57129,0.27930;
14:58:07.241,1.20947,1.63745,0.44775;
14:58:07.261,-0.12451,7.78174,-0.38745;
14:58:07.281,-1.27246,7.76465,-0.53857;
14:58:07.301,-2.55811,5.27051,0.00000;
14:58:07.321,-2.39575,2.44922,0.49194;
14:58:07.341,-1.41187,1.39771,0.38843;
14:58:07.361,-1.56250,0.66895,0.30493;
14:58:07.381,-1.75171,0.27588,0.16162;
14:58:07.401,-1.73999,-0.03442,0.11523;
14:58:07.421,-1.68555,-0.64868,0.20093;
14:58:07.441,-1.44849,-1.53149,0.46948;
14:58:07.461,-1.07666,-1.98706,0.58203;
14:58:07.481,-0.77563,-1.82178,0.40186;
14:58:07.501,-0.77734,-1.40674,0.06445;
14:58:07.521,-0.86108,-0.98340,-0.21875;
14:58:07.541,-0.86743,-0.71436,-0.27051;
14:58:07.561,-0.87451,-0.57715,-0.12280;
14:58:07.581,-0.96509,-0.51807,0.20996;
14:58:07.601,-1.05176,-0.49780,0.38745;
14:58:07.621,-1.43579,0.46924,-0.40405;
14:58:07.641,-3.69800,3.76025,-1.56055;
14:58:07.661,-3.92822,5.80029,-2.01489;
14:58:07.681,-2.76758,6.11768,-1.47046;
14:58:07.701,-1.84644,4.84521,-0.69531;
14:58:07.721,-0.38843,2.92432,-0.60327;
14:58:07.741,0.08252,1.90771,-0.48584;
14:58:07.761,0.67041,0.03076,-0.21289;
14:58:07.781,0.70093,-0.44897,-0.25317;
14:58:07.801,0.86182,-1.25269,0.01147;
14:58:07.821,1.00122,-1.47974,0.08716;
14:58:07.841,1.02710,-1.09351,0.02490;
14:58:07.861,1.13232,-0.82935,0.17114;
14:58:07.881,1.43408,-0.62598,0.27612;
14:58:07.901,1.75342,-0.12134,0.26978;
14:58:07.921,1.89307,0.49292,0.20557;
14:58:07.941,1.61865,1.13477,0.20142;
14:58:07.961,0.97290,2.56177,0.08594;
14:58:07.981,0.52490,5.16479,-0.27344;
14:58:08.001,0.16748,6.75781,-0.34424;
14:58:08.021,-0.58228,7.12134,-0.00415;
14:58:08.041,-1.45117,6.34546,0.14307;
14:58:08.061,-2.37305,4.00269,0.47729;
14:58:08.081,-2.52734,2.27905,0.82202;
14:58:08.101,-1.64697,1.33667,0.72729;
14:58:08.121,-1.17651,0.75122,0.57373;
14:58:08.141,-1.27490,0.45996,0.38550;
14:58:08.161,-1.28882,-0.09937,0.41528;
14:58:08.181,-1.17114,-0.83911,0.65015;
14:58:08.201,-1.09375,-1.37134,0.69946;
14:58:08.221,-1.17236,-1.40625,0.47925;
14:58:08.241,-1.19946,-1.26440,0.26953;
14:58:08.261,-1.15869,-0.90088,0.21826;
14:58:08.281,-1.24365,-0.70215,0.23120;
14:58:08.301,-1.33105,-0.43384,0.29932;
14:58:08.321,-1.36108,-0.29395,0.31299;
14:58:08.341,-1.95288,0.62573,-0.34424;
14:58:08.361,-4.03442,4.00391,-1.11719;
14:58:08.381,-3.90112,6.59790,-1.30591;
14:58:08.401,-2.70215,6.76343,-0.99194;
14:58:08.421,-1.59424,4.96362,-0.68311;
14:58:08.441,-0.17407,2.87061,-0.54712;
14:58:08.461,0.22998,1.74365,-0.37524;
14:58:08.481,0.62085,0.74121,-0.32446;
14:58:08.501,0.63452,0.19458,-0.28809;
14:58:08.521,0.69629,-0.27222,-0.17285;
14:58:08.541,0.80591,-0.50220,-0.02612;
14:58:08.561,0.98560,-0.75000,-0.08398;
14:58:08.581,1.00146,-0.91846,-0.16675;
14:58:08.601,1.11353,-0.98071,-0.10352;
14:58:08.621,1.45264,-0.83521,0.04614;
14:58:08.641,1.90430,-0.50073,0.26050;
14:58:08.661,2.12085,0.12256,0.41626;
14:58:08.681,2.12427,0.84106,0.36743;
14:58:08.701,1.89185,1.72705,0.47241;
14:58:08.721,1.57568,3.42456,0.67676;
14:58:08.741,1.11792,7.93555,0.74634;
14:58:08.761,-1.20825,7.19287,0.09717;
14:58:08.781,-2.35376,5.84961,0.27344;
14:58:08.801,-3.37720,3.48169,0.87744;
14:58:08.821,-2.49780,1.96997,0.67627;
14:58:08.841,-1.55249,1.18823,0.33887;
14:58:08.861,-1.68579,0.79395,0.20117;
14:58:08.881,-0.98145,-1.34766,0.69775;
14:58:08.901,-0.97949,-1.35425,0.50342;
14:58:08.921,-1.16089,-1.30493,0.23193;
14:58:08.941,-1.06323,-1.18530,0.07422;
14:58:08.961,-0.93457,-0.89722,0.03369;
14:58:08.981,-0.99341,-0.72998,0.10278;
14:58:09.001,-1.11011,-0.67090,0.26660;
14:58:09.021,-1.23950,-0.52637,0.37085;
14:58:09.041,-1.37378,-0.33936,0.10205;
14:58:09.061,-2.12451,1.10767,-0.77100;
14:58:09.081,-3.57324,4.21143,-1.57935;
14:58:09.101,-3.29858,6.31445,-2.09277;
14:58:09.121,-2.53735,6.59668,-1.88525;
14:58:09.141,-1.57886,4.59985,-1.20117;
14:58:09.161,-0.28394,2.59644,-0.96753;
14:58:09.181,0.24097,1.61182,-0.70020;
14:58:09.201,0.62354,0.68457,-0.41968;
14:58:09.221,0.57227,-0.54639,-0.26587;
14:58:09.241,0.79053,-0.85107,-0.16162;
14:58:09.261,0.91260,-0.94409,-0.14111;
14:58:09.281,1.08740,-1.00537,0.01025;
14:58:09.301,1.41406,-0.96484,0.21948;
14:58:09.321,1.69043,-0.73633,0.38550;
14:58:09.341,1.87817,-0.26367,0.60693;
14:58:09.361,1.90527,0.34473,0.68726;
14:58:09.381,1.60669,1.39624,0.66040;
14:58:09.401,1.15723,3.26221,0.47559;
14:58:09.421,0.90845,5.81494,0.10669;
14:58:09.441,0.22412,7.19873,-0.59521;
14:58:09.461,-1.11670,7.65308,-1.19751;
14:58:09.481,-2.88477,5.43311,-0.53882;
14:58:09.501,-3.60645,2.13721,0.32861;
14:58:09.521,-1.61011,1.06665,0.22559;
14:58:09.541,-0.59814,0.75513,-0.10205;
14:58:09.561,-0.98608,0.83691,-0.11597;
14:58:09.581,-0.95557,0.37109,0.08301;
14:58:09.601,-0.91406,-0.33984,0.29834;
14:58:09.621,-0.73804,-0.94897,0.42261;
14:58:09.641,-0.74976,-1.37207,0.49731;
14:58:09.661,-0.80591,-1.40918,0.48975;
14:58:09.681,-0.84180,-1.22461,0.29492;
14:58:09.701,-0.78662,-1.16040,0.12231;
14:58:09.721,-0.85205,-0.91504,0.16455;
14:58:09.741,-1.03418,-0.70117,0.33252;
14:58:09.761,-1.13452,-0.56641,0.43311;
